open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1675005180000,13.63700000,13.63700000,13.62820702,13.62956836,0,1675005239999,0,60,0,0,0
1675005240000,13.62875188,13.63300000,13.62781230,13.63000000,0,1675005299999,0,60,0,0,0
1675005300000,13.62980123,13.63033211,13.62343041,13.62343041,0,1675005359999,0,60,0,0,0
1675005360000,13.62105158,13.62105158,13.60209865,13.60209865,0,1675005419999,0,60,0,0,0
1675005420000,13.60204080,13.61406757,13.60107133,13.61400000,0,1675005479999,0,60,0,0,0
1675005480000,13.61400000,13.61549674,13.61400000,13.61488122,0,1675005539999,0,60,0,0,0
1675005540000,13.61461299,13.61800000,13.61200000,13.61200000,0,1675005599999,0,60,0,0,0
1675005600000,13.61200000,13.61200000,13.60200000,13.60200000,0,1675005659999,0,60,0,0,0
1675005660000,13.60200000,13.60200000,13.59216332,13.59656890,0,1675005719999,0,60,0,0,0
1675005720000,13.59666449,13.59666449,13.58400000,13.58400000,0,1675005779999,0,60,0,0,0
1675005780000,13.58400000,13.58700530,13.57710297,13.58700000,0,1675005839999,0,60,0,0,0
1675005840000,13.58700000,13.58700000,13.57645680,13.57671584,0,1675005899999,0,60,0,0,0
1675005900000,13.57658623,13.58200000,13.57651846,13.58200000,0,1675005959999,0,60,0,0,0
1675005960000,13.58200000,13.58314206,13.58200000,13.58200000,0,1675006019999,0,60,0,0,0
1675006020000,13.58200000,13.58200000,13.57598247,13.57878923,0,1675006079999,0,60,0,0,0
1675006080000,13.57870750,13.57961517,13.57800000,13.57800000,0,1675006139999,0,60,0,0,0
1675006140000,13.57800000,13.58200000,13.57800000,13.57978481,0,1675006199999,0,60,0,0,0
1675006200000,13.57980336,13.60118378,13.57980336,13.60118378,0,1675006259999,0,60,0,0,0
1675006260000,13.60116890,13.62200000,13.60116890,13.62200000,0,1675006319999,0,60,0,0,0
1675006320000,13.62200000,13.62200000,13.60515221,13.60515221,0,1675006379999,0,60,0,0,0
1675006380000,13.60408065,13.61051513,13.60308410,13.60955192,0,1675006439999,0,60,0,0,0
1675006440000,13.60957082,13.62460304,13.60415135,13.62460304,0,1675006499999,0,60,0,0,0
1675006500000,13.62462893,13.62462893,13.61247883,13.61360480,0,1675006559999,0,60,0,0,0
1675006560000,13.61349973,13.61421135,13.60800000,13.60800000,0,1675006619999,0,60,0,0,0
1675006620000,13.60800000,13.61459038,13.60800000,13.61000000,0,1675006679999,0,60,0,0,0
1675006680000,13.61000000,13.61068899,13.60677515,13.60832059,0,1675006739999,0,60,0,0,0
1675006740000,13.60836426,13.62500000,13.60791473,13.62300000,0,1675006799999,0,60,0,0,0
1675006800000,13.62400000,13.68696170,13.62400000,13.67500000,0,1675006859999,0,60,0,0,0
1675006860000,13.67800000,13.71024745,13.67800000,13.70800000,0,1675006919999,0,60,0,0,0
1675006920000,13.70800000,13.72270859,13.68515141,13.68515141,0,1675006979999,0,60,0,0,0
1675006980000,13.67960820,13.72600000,13.67701966,13.71907279,0,1675007039999,0,60,0,0,0
1675007040000,13.71874975,13.76957883,13.71874975,13.76957883,0,1675007099999,0,60,0,0,0
1675007100000,13.76947782,13.78759731,13.75434460,13.78380998,0,1675007159999,0,60,0,0,0
1675007160000,13.78411656,13.84900000,13.78206973,13.84900000,0,1675007219999,0,60,0,0,0
1675007220000,13.84785887,13.84785887,13.74553219,13.75522132,0,1675007279999,0,60,0,0,0
1675007280000,13.75519909,13.77300000,13.73430712,13.76900000,0,1675007339999,0,60,0,0,0
1675007340000,13.77605144,13.78871004,13.76492248,13.77155143,0,1675007399999,0,60,0,0,0
1675007400000,13.76541788,13.76662548,13.74680398,13.74822970,0,1675007459999,0,60,0,0,0
1675007460000,13.74815402,13.75259149,13.74033266,13.74163396,0,1675007519999,0,60,0,0,0
1675007520000,13.74165789,13.74941584,13.72334901,13.72375707,0,1675007579999,0,60,0,0,0
1675007580000,13.72806297,13.72806297,13.70703146,13.71173233,0,1675007639999,0,60,0,0,0
1675007640000,13.71173233,13.71222720,13.70600000,13.71051649,0,1675007699999,0,60,0,0,0
1675007700000,13.71048149,13.71261567,13.69537243,13.69573408,0,1675007759999,0,60,0,0,0
1675007760000,13.69568515,13.70800000,13.68800000,13.69219509,0,1675007819999,0,60,0,0,0
1675007820000,13.69262097,13.70600000,13.68800000,13.68800000,0,1675007879999,0,60,0,0,0
